Device Class	Name	IP	Protocol	Status	Description	Number	Number Of Lines	Web Server	CTI Controllable	Log In UserID	Active Load	Inactive Load	Download Server	Download Status	Download Failure Reason
Phone	CSF15002067	10.1.190.41	SIP	UnRegistered	Julie Hilbers +19204986253	+19204986253-UnRegistered	1	No	True	15002067	Jabber_for_Windows-11.1.1.22531	Jabber_for_Windows-11.1.1.22531		Unknown	
Phone	CSF15002080	10.254.248.109	SIP	UnRegistered	Elizabeth Martin +17157323872	+17157323872-UnRegistered	1	No	True	15002080	Jabber_for_Windows-12.7.1.51081	Jabber_for_Windows-12.7.1.51081		Unknown	
Phone	CSF15002184	10.1.190.42	SIP	UnRegistered	Jenna Putzstuck +19204985451	+19204985451-UnRegistered	1	No	True	15002184	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15002262	10.254.248.73	SIP	Registered	Tracy Corrigan +19204986962	+19204986962-Registered	1	No	True	15002262	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15002275	10.1.190.42	SIP	Registered	Shane Gassaway +19204986906	+19204986906-Registered	1	No	True	15002275	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15002431	10.254.249.197	SIP	UnRegistered	David Crawford +19204986960	+19204986960-UnRegistered	1	No	True	15002431	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15002496	10.254.248.123	SIP	UnRegistered	May Chang +19204985722	+19204985722-UnRegistered	1	No	True	15002496	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15002509	10.254.249.101	SIP	UnRegistered	Ashley Sevcik +19207464924	+19207464924-UnRegistered	1	No	True	15002509	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15002574	10.254.249.19	SIP	UnRegistered	Nancy Novrosky +19200012427	+19200012427-UnRegistered	1	No	True	15002574	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15002756	10.254.250.161	SIP	UnRegistered	Alyssa LeClair +19204985527	+19204985527-UnRegistered	1	No	True	15002756	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15002821	10.254.249.117	SIP	UnRegistered	Pakou Thao +19204986840	+19204986840-UnRegistered	1	No	True	15002821	Jabber_for_Windows-12.7.1.51081	Jabber_for_Windows-12.7.1.51081		Unknown	
Phone	CSF15002886	10.1.190.41	SIP	Registered	Mitchell Luker +19204985538	+19204985538-Registered	1	No	True	15002886	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15002977	10.1.190.42	SIP	UnRegistered	Kristina Wendricks +19204986376	+19204986376-UnRegistered	1	No	True	15002977	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15003068	10.254.249.12	SIP	UnRegistered	Lisa Tetzloff +19207464936	+19207464936-UnRegistered	1	No	True	15003068	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15003081	10.254.251.40	SIP	UnRegistered	Dixie Luedtke +19207464903	+19207464903-UnRegistered	1	No	True	15003081	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15003146	10.254.249.40	SIP	UnRegistered	Jessica Franco-Morales +19204985586	+19204985586-UnRegistered	1	No	True	15003146	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15003198	10.254.250.11	SIP	Registered	Ericka Wade +19204985440	+19204985440-Registered	1	No	True	15003198	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15003263	10.254.248.74	SIP	UnRegistered	Matthew Spindler +19204986887	+19204986887-UnRegistered	1	No	True	15003263	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15003341	10.1.190.42	SIP	Registered	Ebony Harvey +17157323879	+17157323879-Registered	1	No	True	15003341	Jabber_for_Windows-11.1.1.22531	Jabber_for_Windows-11.1.1.22531		Unknown	
Phone	CSF15003354	10.1.190.42	SIP	UnRegistered	Kristen Barszcz +19204986915	+19204986915-UnRegistered	1	No	True	15003354	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15003562	10.254.251.23	SIP	Registered	Douglas Nimke +19204985744	+19204985744-Registered	1	No	True	15003562	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15003627	10.254.249.150	SIP	Registered	Meridith Jaeger +19204986995	+19204986995-Registered	1	No	True	15003627	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15003653	10.254.248.25	SIP	UnRegistered	Aaron Gurholt +19200017813	+19200017813-UnRegistered	1	No	True	15003653	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15003874	10.1.190.42	SIP	UnRegistered	Collette Deterville +19204986281	+19204986281-UnRegistered	1	No	True	15003874	Jabber_for_Mac-12.6.1.284405	Jabber_for_Mac-12.6.1.284405		Unknown	
Phone	CSF15003887	10.254.249.102	SIP	Registered	Marcus Perez +19204986828	+19204986828-Registered	1	No	True	15003887	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15003939	10.254.249.93	SIP	UnRegistered	Nicole Schneider +19204985708	+19204985708-UnRegistered	1	No	True	15003939	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15003965	10.254.250.165	SIP	UnRegistered	Melissa Starr +19204985687	+19204985687-UnRegistered	1	No	True	15003965	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15004004	10.254.248.52	SIP	UnRegistered	Laura Wiedenfeld +19200017805	+19200017805-UnRegistered	1	No	True	15004004	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15004082	10.92.6.94	SIP	UnRegistered	Maggie Schutz +19204986812	+19204986812-UnRegistered	1	No	True	15004082	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15004251	10.254.248.87	SIP	UnRegistered	Lauren Cram +19204986244	+19204986244-UnRegistered	1	No	True	13742349	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15004277	10.254.249.139	SIP	Registered	Julie Barker +19204986832	+19204986832-Registered	1	No	True	15004277	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15004329	10.1.190.41	SIP	Registered	Joanna Spice +19204986866	+19204986866-Registered	1	No	True	15004329	Jabber_for_Windows-11.1.1.22531	Jabber_for_Windows-11.1.1.22531		Unknown	
Phone	CSF15004355	10.254.249.188	SIP	UnRegistered	Kaitlyn Kozak +19204986243	+19204986243-UnRegistered	1	No	True	15004355	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15004368	10.254.248.14	SIP	UnRegistered	Allyson Baue +1904985475	+19204985475-UnRegistered	1	No	True	15004368	Jabber_for_Windows-12.7.1.51081	Jabber_for_Windows-12.7.1.51081		Unknown	
Phone	CSF15004394	10.254.248.234	SIP	UnRegistered	Jennifer Flatt +17157323888-	+17157323888-UnRegistered	1	No	True	15004394	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15004537	10.254.248.175	SIP	Registered	Brad Zima +19204986248	+19204986248-Registered	1	No	True	15004537	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15005057	10.254.248.19	SIP	UnRegistered	Kimberly Marek +19204985612	+19204985612-UnRegistered	1	No	True	15005057	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15005083	10.254.248.108	SIP	UnRegistered	Aliesha Crowe +19204985615	+19204985615-UnRegistered	1	No	True	15005083	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15005096	10.254.248.229	SIP	UnRegistered	Ann O'Connell +19200015332	+19200015332-UnRegistered	1	No	True	15005096	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF15005252	10.254.249.152	SIP	UnRegistered	Kelly Johnson +19204985755	+19204985755-UnRegistered	1	No	True	15005252	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20011011	10.254.248.21	SIP	UnRegistered	Stephanie Feucht +19204985544	+19204985544-UnRegistered	1	No	True	20011011	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20020046	10.254.250.120	SIP	UnRegistered	Chris Czech +19204986303	+19204986303-UnRegistered	1	No	True	20020046	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20024700	10.254.250.90	SIP	Registered	Douglas Reinhardt +19207464918	+19207464918-Registered	1	No	True	20024700	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20034554	10.254.251.174	SIP	UnRegistered	Cindy Dahlman +19204985466	+19204985466-UnRegistered	1	No	True	20034554	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20035139	10.254.249.87	SIP	UnRegistered	Monica Thao +19204986296	+19204986296-UnRegistered	1	No	True	20035139	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20047047	10.155.1.35	SIP	Registered	Jon Gavre +19204985689	+19204985689-Registered	1	No	True	20047047	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20060931	10.254.249.230	SIP	UnRegistered	Erin DeGrand +19204986855	+19204986855-UnRegistered	1	No	True	20060931	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20080301	10.254.248.77	SIP	UnRegistered	Mee Saykao +19204985691	+19204985691-UnRegistered	1	No	True	20080301	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20083655	10.254.249.246	SIP	Registered	Lance Larsen +19204986302	+19204986302-Registered	1	No	True	20083655	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20103324	10.254.249.118	SIP	UnRegistered	Susan Moll +17157323873	+17157323873-UnRegistered	1	No	True	20103324	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20170820	10.254.249.180	SIP	UnRegistered	Kysa Walter +19204912627	+19204912627-UnRegistered	1	No	True	20170820	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20199823	10.254.249.215	SIP	UnRegistered	Katie Gilson +19204912665	+19204912665-UnRegistered	1	No	True	20199823	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20207415	10.254.249.64	SIP	UnRegistered	Choua Soung +19204986263	+19204986263-UnRegistered	1	No	True	20207415	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20229359	10.254.248.204	SIP	UnRegistered	Jessica Hebert +19204986851	+19204986851-UnRegistered	1	No	True	20229359	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20248963	10.254.248.86	SIP	UnRegistered	Nicole Hartfield +19204986982	+19204986982-UnRegistered	1	No	True	20248963	Jabber_for_Windows-12.7.1.51081	Jabber_for_Windows-12.7.1.51081		Unknown	
Phone	CSF20252343	10.254.249.142	SIP	Registered	Stephanie Mook +19204985533	+19204985533-Registered	1	No	True	20252343	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20285688	10.1.190.42	SIP	Registered	Erica Plaza +19204986969	+19204986969-Registered	1	No	True	20285688	Jabber_for_Mac-12.6.1.284405	Jabber_for_Mac-12.6.1.284405		Unknown	
Phone	CSF20313690	10.1.190.42	SIP	UnRegistered	Robert Buchholz +19204987146	+19204987146-UnRegistered	1	No	True	20313690	Jabber_for_Mac-12.1.1.269866	Jabber_for_Mac-12.1.1.269866		Unknown	
Phone	CSF20317018	10.254.248.75	SIP	UnRegistered	John Grant +19204986984	+19204986984-UnRegistered	1	No	True	20317018	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20318045	10.254.248.161	SIP	UnRegistered	Megan Popkey +19204987186	+19204987186-UnRegistered	1	No	True	20318045	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20318461	10.254.249.38	SIP	Registered	Melissa Wilke +19204985676	+19204985676-Registered	1	No	True	20318461	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20347204	10.1.190.41	SIP	UnRegistered	Dede Bruss +19204985749	+19204985749-UnRegistered	1	No	True	20347204	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20349622	10.254.249.113	SIP	UnRegistered	Daniel Mendoza +19204985626	+19204985626-UnRegistered	1	No	True	20349622	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20351858	10.1.190.42	SIP	Registered	Wes Johnson +19204986808	+19204986808-Registered	1	No	True	20351858	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20353340	10.1.190.42	SIP	UnRegistered	Kim Ward +19204986966	+19204986966-UnRegistered	1	No	True	20353340	Jabber_for_Windows-11.1.1.22531	Jabber_for_Windows-11.1.1.22531		Unknown	
Phone	CSF20353548	10.254.248.107	SIP	UnRegistered	Amy Schultz +19204986261	+19204986261-UnRegistered	1	No	True	20353548	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20391274	10.254.249.79	SIP	UnRegistered	Tracy Laundre +19204986970	+19204986970-UnRegistered	1	No	True	20391274	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20397358	10.254.249.228	SIP	UnRegistered	Xai Yang +19204986972	+19204986972-UnRegistered	1	No	True	20397358	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20467155	10.254.249.78	SIP	UnRegistered	Juan Salazar +19204986861	+19204986861-UnRegistered	1	No	True	20467155	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20472121	10.254.251.17	SIP	UnRegistered	Marissa Kleckner +19204985509	+19204985509-UnRegistered	1	No	True	20472121	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20474396	10.1.190.42	SIP	UnRegistered	Rhonda Hosper +19204985554	+19204985554-UnRegistered	1	No	True	20474396	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20500955	10.254.248.121	SIP	UnRegistered	Keith Riesterer +19204986266	+19204986266-UnRegistered	1	No	True	20500955	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20501579	10.254.248.20	SIP	UnRegistered	Frankie Destache +19204912621	+19204912621-UnRegistered	1	No	True	20501579	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20504816	10.254.248.254	SIP	UnRegistered	Ashley Drzewiecki +19204985416	+19204985416-UnRegistered	1	No	True	20504816	Jabber_for_Windows-12.7.1.51081	Jabber_for_Windows-12.7.1.51081		Unknown	
Phone	CSF20512096	10.254.248.41	SIP	UnRegistered	Michele Petska +19204986976	+19204986976-UnRegistered	1	No	True	20512096	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20533182	10.254.249.28	SIP	UnRegistered	Nicole Drees +17157323643	+17157323643-UnRegistered	1	No	True	20533182	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20576706	10.254.248.178	SIP	UnRegistered	Kelly Schumacher +19204986390	+19204986390-UnRegistered	1	No	True	20576706	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20582933	10.254.249.61	SIP	UnRegistered	Sue Peterson +19204986267	+19204986267-UnRegistered	1	No	True	20582933	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20605332	10.254.248.80	SIP	UnRegistered	Erin Blaney +19204986383	+19204986383-UnRegistered	1	No	True	20605332	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20607828	10.254.254.22	SIP	UnRegistered	Joe Donnerbauer +19204985511	+19204985511-UnRegistered	1	No	True	20607828	Jabber_for_Windows-12.7.1.51081	Jabber_for_Windows-12.7.1.51081		Unknown	
Phone	CSF20611715	10.155.0.166	SIP	UnRegistered	Casie Reed +19204985442	+19204985442-UnRegistered	1	No	True	20611715	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20639626	10.254.250.163	SIP	Registered	Bala Balakrishnan +19204985594	+19204985594-Registered	1	No	True	20639626	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20645099	10.254.248.4	SIP	UnRegistered	Touko Thao +19204986319	+19204986319-UnRegistered	1	No	True	20645099	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20647062	10.254.249.178	SIP	Registered	Karla Sampselle +19204985535	+19204985535-Registered	1	No	True		Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20672165	10.254.249.154	SIP	UnRegistered	Stephanie Atkins +19204986973	+19204986973-UnRegistered	1	No	True	20672165	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20678613	10.1.190.41	SIP	UnRegistered	Stiliana Omdahl +19204985556	+19204985556-UnRegistered	1	No	True	20678613	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20744211	10.254.251.167	SIP	Registered	Mark Verba +17157323898	+17157323898-Registered	1	No	True	20744211	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20755443	10.254.248.94	SIP	UnRegistered	Heather Warpinski +19204986381	+19204986381-UnRegistered	1	No	True	20755443	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20768690	10.254.248.144	SIP	Registered	Michelle Grimm +19204987129	+19204987129-Registered	1	No	True	20768690	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20784979	10.254.254.4	SIP	UnRegistered	Judith Roemer +19204986806	+19204986806-UnRegistered	1	No	True	20784979	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20788775	10.1.190.42	SIP	Registered	Jonathon Ladwig +19204985603	+19204985603-Registered	1	No	True	20788775	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20795938	10.155.0.164	SIP	UnRegistered	Melissa John +19204985518	+19204985518-UnRegistered	1	No	True	20795938	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20805324	10.1.190.41	SIP	UnRegistered	Vicki Csida +19204987197	+19204987197-UnRegistered	1	No	True	20805324	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20833300	10.254.251.178	SIP	UnRegistered	Brittany Delahaut +19204912648	+19204912648-UnRegistered	1	No	True	20833300	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20833352	10.254.248.138	SIP	Registered	Carly Peters +19204986841	+19204986841-Registered	1	No	True	20833352	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20848237	10.254.251.64	SIP	UnRegistered	Howard Herrild +19204985674	+19204985674-UnRegistered	1	No	True	20848237	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20879541	10.254.248.103	SIP	Registered	Anne Koors +19204986942	+19204986942-Registered	1	No	True	20879541	Jabber_for_Windows-12.7.1.51081	Jabber_for_Windows-12.7.1.51081		Unknown	
Phone	CSF20892204	10.1.190.41	SIP	UnRegistered	Sarah Golden +19204912670	+19204912670-UnRegistered	1	No	True	20892204	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20933258	10.213.21.4	SIP	UnRegistered	Cassandra Johnson +19204912644	+19204912644-UnRegistered	1	No	True	20933258	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF20946765	10.1.190.42	SIP	UnRegistered	Alexa Aulik +19204986927	+19204986927-UnRegistered	1	No	True	20946765	Jabber_for_Windows-11.1.1.22531	Jabber_for_Windows-11.1.1.22531		Unknown	
Phone	CSF20968085	10.254.249.224	SIP	Registered	Donna Shuda +19200012534	+19200012534-Registered	1	No	True	20968085	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21014027	10.254.249.96	SIP	Registered	Heather Cox +19204912682	+19204912682-Registered	1	No	True	21014027	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21017836	10.254.248.91	SIP	Registered	Amanda Nelson +17157323710	+17157323710-Registered	1	No	True	21017836	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21021034	10.254.248.74	SIP	UnRegistered	Haley Swick +19204912683	+19204912683-UnRegistered	1	No	True	21021034	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21021710	10.254.251.34	SIP	UnRegistered	Crystal Harrison +19204985541	+19204985541-UnRegistered	1	No	True	21021710	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21026156	10.254.249.60	SIP	UnRegistered	Faith Laatsch +19204985503	+19204985503-UnRegistered	1	No	True	21026156	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21055627	10.254.249.201	SIP	Registered	Shannon Peterson +19204985455	+19204985455-Registered	1	No	True	22168916	Jabber_for_Windows-12.7.1.51081	Jabber_for_Windows-12.7.1.51081		Unknown	
Phone	CSF21067509	10.254.249.163	SIP	Registered	Ann Franz +19204985587	+19204985587-Registered	1	No	True	21067509	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21097240	10.254.249.183	SIP	Registered	Joe Barker +19204986847	+19204986847-Registered	1	No	True	21097240	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21118287	10.254.250.135	SIP	Registered	C Kaitlyn Fitzgerald +19204986971	+19204986971-Registered	1	No	True	21118287	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21118924	10.254.250.63	SIP	UnRegistered	Veronica Zarate +19200012506	+19200012506-UnRegistered	1	No	True	21118924	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21160719	10.1.190.42	SIP	UnRegistered	Jeffrey Steeber +19204986364	+19204986364-UnRegistered	1	No	True	11617954	Jabber_for_Windows-11.1.1.22531	Jabber_for_Windows-11.1.1.22531		Unknown	
Phone	CSF21163618	10.254.250.219	SIP	UnRegistered	Andrea Fox +19204986292	+19204986292-UnRegistered	1	No	True	21163618	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21197223	10.254.248.26	SIP	UnRegistered	Ryan Herald +17157323546	+17157323546-UnRegistered	1	No	True	21197223	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21218855	10.254.248.132	SIP	UnRegistered	Craig Kittelson +19204912607	+19204912607-UnRegistered	1	No	True	21218855	Jabber_for_Windows-12.7.1.51081	Jabber_for_Windows-12.7.1.51081		Unknown	
Phone	CSF21227669	10.254.249.236	SIP	UnRegistered	Zianya Saldana +19204985588	+19204985588-UnRegistered	1	No	True	21227669	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21229970	10.254.248.155	SIP	UnRegistered	Danielle Freeman +19204985616	+19204985616-UnRegistered	1	No	True	21229970	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21233792	10.254.249.2	SIP	UnRegistered	Song Vang +19200017803	+19200017803-UnRegistered	1	No	True	21233792	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21270374	10.254.248.238	SIP	UnRegistered	VaMeng Moua +19204986904	+19204986904-UnRegistered	1	No	True	21270374	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21310960	10.254.248.88	SIP	Registered	Betsy Baier +19207464908	+19207464908-Registered	1	No	True	21310960	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21351507	10.1.190.41	SIP	UnRegistered	Andy Tigert +19204987181	+19204987181-UnRegistered	1	No	True	21351507	Jabber_for_Windows-11.1.1.22531	Jabber_for_Windows-11.1.1.22531		Unknown	
Phone	CSF21406198	10.254.248.250	SIP	UnRegistered	Kelly Barrette +19204987981	+19204987981-UnRegistered	1	No	True	21406198	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21422456	10.254.249.198	SIP	UnRegistered	Maria Dziekonski +17157323896	+17157323896-UnRegistered	1	No	True	21422456	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21427946	10.1.190.42	SIP	UnRegistered	Irene Lange +19204912659	+19204912659-UnRegistered	1	No	True	21427946	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF21450291	10.1.190.42	SIP	UnRegistered	Joan Turba +19204986907	+19204986907-UnRegistered	1	No	True	21450291	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
